"","Familysur","Title","PassengerId","Survived","Pclass","Name","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","TicketFreq","FareAdj","FamilySize","FP","wc","FA","Surname","GroupId","Color","GroupFreq","TicketId","FS","group"
"1023",0,"man",1023,NA,1,"Gracie, Col. Archibald IV","male",53,0,0,"113780",28.5,"C51","C",1,28.5,1,329.5,0,53,"Gracie","noGroup",NA,782,"1-11378X-28.5-C",0.5,0
"1024",0,"woman",1024,NA,3,"Lefebre, Mrs. Frank (Frances)","female",30.1516245487365,0,4,"4133",25.4667,"","S",5,5.09334,5,106.09334,2,30.1516245487365,"Lefebre","Lefebre-3-413X-25.4667-S",NA,5,"3-413X-25.4667-S",0,1
"1025",0,"man",1025,NA,3,"Thomas, Mr. Charles P","male",30.1516245487365,1,0,"2621",6.4375,"","C",1,6.4375,2,107.4375,0,30.1516245487365,"Thomas","noGroup",NA,782,"3-262X-6.4375-C",0.5,0
"1026",0,"man",1026,NA,3,"Dintcheff, Mr. Valtcho","male",43,0,0,"349226",7.8958,"","S",1,7.8958,1,108.8958,0,43,"Dintcheff","noGroup",NA,782,"3-34922X-7.8958-S",0.5,0
"1027",0,"man",1027,NA,3,"Carlsson, Mr. Carl Robert","male",24,0,0,"350409",7.8542,"","S",1,7.8542,1,108.8542,0,24,"Carlsson","noGroup",NA,782,"3-35040X-7.8542-S",0.5,0
"1028",0,"man",1028,NA,3,"Zakarian, Mr. Mapriededer","male",26.5,0,0,"2656",7.225,"","C",1,7.225,1,108.225,0,26.5,"Zakarian","noGroup",NA,782,"3-265X-7.225-C",0.5,0
"1029",0,"man",1029,NA,2,"Schmidt, Mr. August","male",26,0,0,"248659",13,"","S",1,13,1,214,0,26,"Schmidt","noGroup",NA,782,"2-24865X-13-S",0.5,0
"1030",0,"woman",1030,NA,3,"Drapkin, Miss. Jennie","female",23,0,0,"SOTON/OQ 392083",8.05,"","S",1,8.05,1,109.05,2,23,"Drapkin","noGroup",NA,1,"3-SOTON/OQ 39208X-8.05-S",0.5,2
"1031",0,"man",1031,NA,3,"Goodwin, Mr. Charles Frederick","male",40,1,6,"CA 2144",46.9,"","S",8,5.8625,8,106.8625,0,40,"Goodwin","noGroup",NA,782,"3-CA 214X-46.9-S",0.5,0
"1032",0,"woman",1032,NA,3,"Goodwin, Miss. Jessie Allis","female",10,5,2,"CA 2144",46.9,"","S",8,5.8625,8,106.8625,1,-10,"Goodwin","Goodwin-3-CA 214X-46.9-S",NA,6,"3-CA 214X-46.9-S",0,1
"1033",0,"woman",1033,NA,1,"Daniels, Miss. Sarah","female",33,0,0,"113781",151.55,"","S",6,25.2583333333333,1,326.258333333333,2,33,"Daniels","Allison-1-11378X-151.55-S",5,1,"1-11378X-151.55-S",0.5,1
"1034",1,"man",1034,NA,1,"Ryerson, Mr. Arthur Larned","male",61,1,3,"PC 17608",262.375,"B57 B59 B63 B66","C",7,37.4821428571429,5,338.482142857143,0,61,"Ryerson","noGroup",NA,782,"1-PC 1760X-262.375-C",0.5,0
"1035",0,"man",1035,NA,2,"Beauchamp, Mr. Henry James","male",28,0,0,"244358",26,"","S",2,13,1,214,0,28,"Beauchamp","noGroup",NA,782,"2-24435X-26-S",0.5,0
"1036",0,"man",1036,NA,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""","male",42,0,0,"17475",26.55,"","S",1,26.55,1,327.55,0,42,"Lindeberg-Lind","noGroup",NA,782,"1-1747X-26.55-S",0.5,0
"1037",0,"man",1037,NA,3,"Vander Planke, Mr. Julius","male",31,3,0,"345763",18,"","S",2,9,4,110,0,31,"Vander Planke","noGroup",NA,782,"3-34576X-18-S",0.5,0
"1038",0,"man",1038,NA,1,"Hilliard, Mr. Herbert Henry","male",42.0173267326733,0,0,"17463",51.8625,"E46","S",2,25.93125,1,326.93125,0,42.0173267326733,"Hilliard","noGroup",NA,782,"1-1746X-51.8625-S",0.5,0
"1039",0,"man",1039,NA,3,"Davies, Mr. Evan","male",22,0,0,"SC/A4 23568",8.05,"","S",1,8.05,1,109.05,0,22,"Davies","noGroup",NA,782,"3-SC/A4 2356X-8.05-S",0.5,0
"1040",0,"man",1040,NA,1,"Crafton, Mr. John Bertram","male",42.0173267326733,0,0,"113791",26.55,"","S",1,26.55,1,327.55,0,42.0173267326733,"Crafton","noGroup",NA,782,"1-11379X-26.55-S",0.5,0
"1041",0,"man",1041,NA,2,"Lahtinen, Rev. William","male",30,1,1,"250651",26,"","S",2,13,3,214,0,30,"Lahtinen","noGroup",NA,782,"2-25065X-26-S",0.5,0
"1042",1,"woman",1042,NA,1,"Earnshaw, Mrs. Boulton (Olive Potter)","female",23,0,1,"11767",83.1583,"C54","C",3,27.7194333333333,2,328.719433333333,2,23,"Earnshaw","noGroup",NA,1,"1-1176X-83.1583-C",0.5,2
"1043",0,"man",1043,NA,3,"Matinoff, Mr. Nicola","male",30.1516245487365,0,0,"349255",7.8958,"","C",1,7.8958,1,108.8958,0,30.1516245487365,"Matinoff","noGroup",NA,782,"3-34925X-7.8958-C",0.5,0
"1044",0,"man",1044,NA,3,"Storey, Mr. Thomas","male",60.5,0,0,"3701",15.5178503553299,"","S",1,15.5178503553299,1,116.51785035533,0,60.5,"Storey","noGroup",NA,782,"3-370X-15.5178503553299-S",0.5,0
"1045",0,"woman",1045,NA,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)","female",36,0,2,"350405",12.1833,"","S",2,6.09165,3,107.09165,2,36,"Klasen","Klasen-3-35040X-12.1833-S",NA,2,"3-35040X-12.1833-S",0.5,1
"1046",1,"boy",1046,NA,3,"Asplund, Master. Filip Oscar","male",13,4,2,"347077",31.3875,"","S",7,4.48392857142857,7,105.483928571429,1,-13,"Asplund","Asplund-3-34707X-31.3875-S",NA,6,"3-34707X-31.3875-S",0.5,1
"1047",0,"man",1047,NA,3,"Duquemin, Mr. Joseph","male",24,0,0,"S.O./P.P. 752",7.55,"","S",1,7.55,1,108.55,0,24,"Duquemin","noGroup",NA,782,"3-S.O./P.P. 75X-7.55-S",0.5,0
"1048",0,"woman",1048,NA,1,"Bird, Miss. Ellen","female",29,0,0,"PC 17483",221.7792,"C97","S",4,55.4448,1,356.4448,2,29,"Bird","noGroup",NA,1,"1-PC 1748X-221.7792-S",0.5,2
"1049",0,"woman",1049,NA,3,"Lundin, Miss. Olga Elida","female",23,0,0,"347469",7.8542,"","S",1,7.8542,1,108.8542,2,23,"Lundin","noGroup",NA,1,"3-34746X-7.8542-S",0.5,2
"1050",0,"man",1050,NA,1,"Borebank, Mr. John James","male",42,0,0,"110489",26.55,"D22","S",1,26.55,1,327.55,0,42,"Borebank","noGroup",NA,782,"1-11048X-26.55-S",0.5,0
"1051",0,"woman",1051,NA,3,"Peacock, Mrs. Benjamin (Edith Nile)","female",26,0,2,"SOTON/O.Q. 3101315",13.775,"","S",3,4.59166666666667,3,105.591666666667,2,26,"Peacock","Peacock-3-SOTON/O.Q. 310131X-13.775-S",NA,3,"3-SOTON/O.Q. 310131X-13.775-S",0.5,1
"1052",0,"woman",1052,NA,3,"Smyth, Miss. Julia","female",24.063829787234,0,0,"335432",7.7333,"","Q",1,7.7333,1,108.7333,2,24.063829787234,"Smyth","noGroup",NA,1,"3-33543X-7.7333-Q",0.5,2
"1053",1,"boy",1053,NA,3,"Touma, Master. Georges Youssef","male",7,1,1,"2650",15.2458,"","C",3,5.08193333333333,3,106.081933333333,1,-7,"Touma","Touma-3-265X-15.2458-C",NA,3,"3-265X-15.2458-C",1,1
"1054",0,"woman",1054,NA,2,"Wright, Miss. Marion","female",26,0,0,"220844",13.5,"","S",1,13.5,1,214.5,2,26,"Wright","noGroup",NA,1,"2-22084X-13.5-S",0.5,2
"1055",0,"man",1055,NA,3,"Pearce, Mr. Ernest","male",30.1516245487365,0,0,"343271",7,"","S",1,7,1,108,0,30.1516245487365,"Pearce","noGroup",NA,782,"3-34327X-7-S",0.5,0
"1056",0,"man",1056,NA,2,"Peruschitz, Rev. Joseph Maria","male",41,0,0,"237393",13,"","S",1,13,1,214,0,41,"Peruschitz","noGroup",NA,782,"2-23739X-13-S",0.5,0
"1057",1,"woman",1057,NA,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)","female",26,1,1,"315153",22.025,"","S",3,7.34166666666667,3,108.341666666667,2,26,"Kink-Heilmann","Kink-Heilmann-3-31515X-22.025-S",NA,2,"3-31515X-22.025-S",1,1
"1058",0,"man",1058,NA,1,"Brandeis, Mr. Emil","male",48,0,0,"PC 17591",50.4958,"B10","C",1,50.4958,1,351.4958,0,48,"Brandeis","noGroup",NA,782,"1-PC 1759X-50.4958-C",0.5,0
"1059",0,"man",1059,NA,3,"Ford, Mr. Edward Watson","male",18,2,2,"W./C. 6608",34.375,"","S",5,6.875,5,107.875,0,18,"Ford","noGroup",NA,782,"3-W./C. 660X-34.375-S",0.5,0
"1060",0,"woman",1060,NA,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)","female",42.0173267326733,0,0,"17770",27.7208,"","C",1,27.7208,1,328.7208,2,42.0173267326733,"Cassebeer","noGroup",NA,1,"1-1777X-27.7208-C",0.5,2
"1061",0,"woman",1061,NA,3,"Hellstrom, Miss. Hilda Maria","female",22,0,0,"7548",8.9625,"","S",1,8.9625,1,109.9625,2,22,"Hellstrom","noGroup",NA,1,"3-754X-8.9625-S",0.5,2
"1062",0,"man",1062,NA,3,"Lithman, Mr. Simon","male",30.1516245487365,0,0,"S.O./P.P. 251",7.55,"","S",1,7.55,1,108.55,0,30.1516245487365,"Lithman","noGroup",NA,782,"3-S.O./P.P. 25X-7.55-S",0.5,0
"1063",0,"man",1063,NA,3,"Zakarian, Mr. Ortin","male",27,0,0,"2670",7.225,"","C",1,7.225,1,108.225,0,27,"Zakarian","noGroup",NA,782,"3-267X-7.225-C",0.5,0
"1064",0,"man",1064,NA,3,"Dyker, Mr. Adolf Fredrik","male",23,1,0,"347072",13.9,"","S",2,6.95,2,107.95,0,23,"Dyker","noGroup",NA,782,"3-34707X-13.9-S",0.5,0
"1065",0,"man",1065,NA,3,"Torfa, Mr. Assad","male",30.1516245487365,0,0,"2673",7.2292,"","C",1,7.2292,1,108.2292,0,30.1516245487365,"Torfa","noGroup",NA,782,"3-267X-7.2292-C",0.5,0
"1066",1,"man",1066,NA,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson","male",40,1,5,"347077",31.3875,"","S",7,4.48392857142857,7,105.483928571429,0,40,"Asplund","noGroup",NA,782,"3-34707X-31.3875-S",0.5,0
"1067",0,"woman",1067,NA,2,"Brown, Miss. Edith Eileen","female",15,0,2,"29750",39,"","S",3,13,3,214,1,-15,"Brown","Brown-2-2975X-39-S",NA,2,"2-2975X-39-S",1,1
"1068",0,"woman",1068,NA,2,"Sincock, Miss. Maude","female",20,0,0,"C.A. 33112",36.75,"","S",4,9.1875,1,210.1875,2,20,"Sincock","noGroup",NA,1,"2-C.A. 3311X-36.75-S",0.5,2
"1069",0,"man",1069,NA,1,"Stengel, Mr. Charles Emil Henry","male",54,1,0,"11778",55.4417,"C116","C",2,27.72085,2,328.72085,0,54,"Stengel","noGroup",NA,782,"1-1177X-55.4417-C",0.5,0
"1070",1,"woman",1070,NA,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)","female",36,0,3,"230136",39,"F4","S",4,9.75,4,210.75,2,36,"Becker","Becker-2-23013X-39-S",NA,4,"2-23013X-39-S",1,1
"1071",1,"woman",1071,NA,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)","female",64,0,2,"PC 17756",83.1583,"E45","C",3,27.7194333333333,3,328.719433333333,2,64,"Compton","Compton-1-PC 1775X-83.1583-C",NA,2,"1-PC 1775X-83.1583-C",1,1
"1072",0,"man",1072,NA,2,"McCrie, Mr. James Matthew","male",30,0,0,"233478",13,"","S",1,13,1,214,0,30,"McCrie","noGroup",NA,782,"2-23347X-13-S",0.5,0
"1073",1,"man",1073,NA,1,"Compton, Mr. Alexander Taylor Jr","male",37,1,1,"PC 17756",83.1583,"E52","C",3,27.7194333333333,3,328.719433333333,0,37,"Compton","noGroup",NA,782,"1-PC 1775X-83.1583-C",0.5,0
"1074",0,"woman",1074,NA,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)","female",18,1,0,"113773",53.1,"D30","S",2,26.55,2,327.55,2,18,"Marvin","noGroup",NA,1,"1-11377X-53.1-S",0.5,2
"1075",0,"man",1075,NA,3,"Lane, Mr. Patrick","male",30.1516245487365,0,0,"7935",7.75,"","Q",1,7.75,1,108.75,0,30.1516245487365,"Lane","noGroup",NA,782,"3-793X-7.75-Q",0.5,0
"1076",0,"woman",1076,NA,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)","female",27,1,1,"PC 17558",247.5208,"B58 B60","C",3,82.5069333333333,3,383.506933333333,2,27,"Douglas","noGroup",NA,1,"1-PC 1755X-247.5208-C",0.5,2
"1077",0,"man",1077,NA,2,"Maybery, Mr. Frank Hubert","male",40,0,0,"239059",16,"","S",1,16,1,217,0,40,"Maybery","noGroup",NA,782,"2-23905X-16-S",0.5,0
"1078",0,"woman",1078,NA,2,"Phillips, Miss. Alice Frances Louisa","female",21,0,1,"S.O./P.P. 2",21,"","S",2,10.5,2,211.5,2,21,"Phillips","noGroup",NA,1,"2-S.O./P.P. X-21-S",0.5,2
"1079",0,"man",1079,NA,3,"Davies, Mr. Joseph","male",17,2,0,"A/4 48873",8.05,"","S",1,8.05,3,109.05,0,17,"Davies","noGroup",NA,782,"3-A/4 4887X-8.05-S",0.5,0
"1080",0,"woman",1080,NA,3,"Sage, Miss. Ada","female",7.72877358490566,8,2,"CA. 2343",69.55,"","S",11,6.32272727272727,11,107.322727272727,1,-7.72877358490566,"Sage","Sage-3-CA. 234X-69.55-S",NA,7,"3-CA. 234X-69.55-S",0,1
"1081",0,"man",1081,NA,2,"Veal, Mr. James","male",40,0,0,"28221",13,"","S",1,13,1,214,0,40,"Veal","noGroup",NA,782,"2-2822X-13-S",0.5,0
"1082",1,"man",1082,NA,2,"Angle, Mr. William A","male",34,1,0,"226875",26,"","S",2,13,2,214,0,34,"Angle","noGroup",NA,782,"2-22687X-26-S",0.5,0
"1083",0,"man",1083,NA,1,"Salomon, Mr. Abraham L","male",42.0173267326733,0,0,"111163",26,"","S",1,26,1,327,0,42.0173267326733,"Salomon","noGroup",NA,782,"1-11116X-26-S",0.5,0
"1084",0,"boy",1084,NA,3,"van Billiard, Master. Walter John","male",11.5,1,1,"A/5. 851",14.5,"","S",3,4.83333333333333,3,105.833333333333,1,-11.5,"van Billiard","van Billiard-3-A/5. 85X-14.5-S",NA,2,"3-A/5. 85X-14.5-S",0.5,1
"1085",0,"man",1085,NA,2,"Lingane, Mr. John","male",61,0,0,"235509",12.35,"","Q",1,12.35,1,213.35,0,61,"Lingane","noGroup",NA,782,"2-23550X-12.35-Q",0.5,0
"1086",1,"boy",1086,NA,2,"Drew, Master. Marshall Brines","male",8,0,2,"28220",32.5,"","S",3,10.8333333333333,3,211.833333333333,1,-8,"Drew","Drew-2-2822X-32.5-S",NA,2,"2-2822X-32.5-S",1,1
"1087",0,"man",1087,NA,3,"Karlsson, Mr. Julius Konrad Eugen","male",33,0,0,"347465",7.8542,"","S",1,7.8542,1,108.8542,0,33,"Karlsson","noGroup",NA,782,"3-34746X-7.8542-S",0.5,0
"1088",1,"boy",1088,NA,1,"Spedden, Master. Robert Douglas","male",6,0,2,"16966",134.5,"E34","C",5,26.9,3,327.9,1,-6,"Spedden","Spedden-1-1696X-134.5-C",NA,2,"1-1696X-134.5-C",1,1
"1089",0,"woman",1089,NA,3,"Nilsson, Miss. Berta Olivia","female",18,0,0,"347066",7.775,"","S",1,7.775,1,108.775,2,18,"Nilsson","noGroup",NA,1,"3-34706X-7.775-S",0.5,2
"1090",0,"man",1090,NA,2,"Baimbrigge, Mr. Charles Robert","male",23,0,0,"C.A. 31030",10.5,"","S",1,10.5,1,211.5,0,23,"Baimbrigge","noGroup",NA,782,"2-C.A. 3103X-10.5-S",0.5,0
"1091",0,"woman",1091,NA,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)","female",30.1516245487365,0,0,"65305",8.1125,"","S",1,8.1125,1,109.1125,2,30.1516245487365,"Rasmussen","noGroup",NA,1,"3-6530X-8.1125-S",0.5,2
"1092",0,"woman",1092,NA,3,"Murphy, Miss. Nora","female",24.063829787234,0,0,"36568",15.5,"","Q",2,7.75,1,108.75,2,24.063829787234,"Murphy","noGroup",NA,1,"3-3656X-15.5-Q",0.5,2
"1093",0,"boy",1093,NA,3,"Danbom, Master. Gilbert Sigvard Emanuel","male",0.33,0,2,"347080",14.4,"","S",3,4.8,3,105.8,1,-0.33,"Danbom","Danbom-3-34708X-14.4-S",NA,2,"3-34708X-14.4-S",0,1
"1094",1,"man",1094,NA,1,"Astor, Col. John Jacob","male",47,1,0,"PC 17757",227.525,"C62 C64","C",5,45.505,2,346.505,0,47,"Astor","noGroup",NA,782,"1-PC 1775X-227.525-C",0.5,0
"1095",1,"woman",1095,NA,2,"Quick, Miss. Winifred Vera","female",8,1,1,"26360",26,"","S",3,8.66666666666667,3,209.666666666667,1,-8,"Quick","Quick-2-2636X-26-S",NA,3,"2-2636X-26-S",1,1
"1096",0,"man",1096,NA,2,"Andrew, Mr. Frank Thomas","male",25,0,0,"C.A. 34050",10.5,"","S",1,10.5,1,211.5,0,25,"Andrew","noGroup",NA,782,"2-C.A. 3405X-10.5-S",0.5,0
"1097",0,"man",1097,NA,1,"Omont, Mr. Alfred Fernand","male",42.0173267326733,0,0,"F.C. 12998",25.7417,"","C",1,25.7417,1,326.7417,0,42.0173267326733,"Omont","noGroup",NA,782,"1-F.C. 1299X-25.7417-C",0.5,0
"1098",0,"woman",1098,NA,3,"McGowan, Miss. Katherine","female",35,0,0,"9232",7.75,"","Q",1,7.75,1,108.75,2,35,"McGowan","noGroup",NA,1,"3-923X-7.75-Q",0.5,2
"1099",0,"man",1099,NA,2,"Collett, Mr. Sidney C Stuart","male",24,0,0,"28034",10.5,"","S",1,10.5,1,211.5,0,24,"Collett","noGroup",NA,782,"2-2803X-10.5-S",0.5,0
"1100",0,"woman",1100,NA,1,"Rosenbaum, Miss. Edith Louise","female",33,0,0,"PC 17613",27.7208,"A11","C",1,27.7208,1,328.7208,2,33,"Rosenbaum","noGroup",NA,1,"1-PC 1761X-27.7208-C",0.5,2
"1101",0,"man",1101,NA,3,"Delalic, Mr. Redjo","male",25,0,0,"349250",7.8958,"","S",1,7.8958,1,108.8958,0,25,"Delalic","noGroup",NA,782,"3-34925X-7.8958-S",0.5,0
"1102",0,"man",1102,NA,3,"Andersen, Mr. Albert Karvin","male",32,0,0,"C 4001",22.525,"","S",3,7.50833333333333,1,108.508333333333,0,32,"Andersen","noGroup",NA,782,"3-C 400X-22.525-S",0.5,0
"1103",0,"man",1103,NA,3,"Finoli, Mr. Luigi","male",30.1516245487365,0,0,"SOTON/O.Q. 3101308",7.05,"","S",1,7.05,1,108.05,0,30.1516245487365,"Finoli","noGroup",NA,782,"3-SOTON/O.Q. 310130X-7.05-S",0.5,0
"1104",0,"man",1104,NA,2,"Deacon, Mr. Percy William","male",17,0,0,"S.O.C. 14879",73.5,"","S",7,10.5,1,211.5,0,17,"Deacon","noGroup",NA,782,"2-S.O.C. 1487X-73.5-S",0.5,0
"1105",0,"woman",1105,NA,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)","female",60,1,0,"24065",26,"","S",2,13,2,214,2,60,"Howard","noGroup",NA,1,"2-2406X-26-S",0.5,2
"1106",0,"woman",1106,NA,3,"Andersson, Miss. Ida Augusta Margareta","female",38,4,2,"347091",7.775,"","S",1,7.775,7,108.775,2,38,"Andersson","noGroup",NA,1,"3-34709X-7.775-S",0.5,2
"1107",0,"man",1107,NA,1,"Head, Mr. Christopher","male",42,0,0,"113038",42.5,"B11","S",1,42.5,1,343.5,0,42,"Head","noGroup",NA,782,"1-11303X-42.5-S",0.5,0
"1108",0,"woman",1108,NA,3,"Mahon, Miss. Bridget Delia","female",24.063829787234,0,0,"330924",7.8792,"","Q",1,7.8792,1,108.8792,2,24.063829787234,"Mahon","noGroup",NA,1,"3-33092X-7.8792-Q",0.5,2
"1109",1,"man",1109,NA,1,"Wick, Mr. George Dennick","male",57,1,1,"36928",164.8667,"","S",4,41.216675,3,342.216675,0,57,"Wick","noGroup",NA,782,"1-3692X-164.8667-S",0.5,0
"1110",0,"woman",1110,NA,1,"Widener, Mrs. George Dunton (Eleanor Elkins)","female",50,1,1,"113503",211.5,"C80","C",5,42.3,3,343.3,2,50,"Widener","noGroup",NA,1,"1-11350X-211.5-C",0.5,2
"1111",0,"man",1111,NA,3,"Thomson, Mr. Alexander Morrison","male",30.1516245487365,0,0,"32302",8.05,"","S",1,8.05,1,109.05,0,30.1516245487365,"Thomson","noGroup",NA,782,"3-3230X-8.05-S",0.5,0
"1112",0,"woman",1112,NA,2,"Duran y More, Miss. Florentina","female",30,1,0,"SC/PARIS 2148",13.8583,"","C",1,13.8583,2,214.8583,2,30,"Duran y More","Duran y More-2-SC/PARIS 214X-13.8583-C",NA,2,"2-SC/PARIS 214X-13.8583-C",1,1
"1113",0,"man",1113,NA,3,"Reynolds, Mr. Harold J","male",21,0,0,"342684",8.05,"","S",1,8.05,1,109.05,0,21,"Reynolds","noGroup",NA,782,"3-34268X-8.05-S",0.5,0
"1114",0,"woman",1114,NA,2,"Cook, Mrs. (Selena Rogers)","female",22,0,0,"W./C. 14266",10.5,"F33","S",1,10.5,1,211.5,2,22,"Cook","noGroup",NA,1,"2-W./C. 1426X-10.5-S",0.5,2
"1115",0,"man",1115,NA,3,"Karlsson, Mr. Einar Gervasius","male",21,0,0,"350053",7.7958,"","S",1,7.7958,1,108.7958,0,21,"Karlsson","noGroup",NA,782,"3-35005X-7.7958-S",0.5,0
"1116",0,"woman",1116,NA,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)","female",53,0,0,"PC 17606",27.4458,"","C",1,27.4458,1,328.4458,2,53,"Candee","noGroup",NA,1,"1-PC 1760X-27.4458-C",0.5,2
"1117",1,"woman",1117,NA,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""","female",30.1516245487365,0,2,"2661",15.2458,"","C",3,5.08193333333333,3,106.081933333333,2,30.1516245487365,"Moubarek","Moubarek-3-266X-15.2458-C",NA,3,"3-266X-15.2458-C",1,1
"1118",0,"man",1118,NA,3,"Asplund, Mr. Johan Charles","male",23,0,0,"350054",7.7958,"","S",1,7.7958,1,108.7958,0,23,"Asplund","noGroup",NA,782,"3-35005X-7.7958-S",0.5,0
"1119",0,"woman",1119,NA,3,"McNeill, Miss. Bridget","female",24.063829787234,0,0,"370368",7.75,"","Q",1,7.75,1,108.75,2,24.063829787234,"McNeill","noGroup",NA,1,"3-37036X-7.75-Q",0.5,2
"1120",0,"man",1120,NA,3,"Everett, Mr. Thomas James","male",40.5,0,0,"C.A. 6212",15.1,"","S",2,7.55,1,108.55,0,40.5,"Everett","noGroup",NA,782,"3-C.A. 621X-15.1-S",0.5,0
"1121",0,"man",1121,NA,2,"Hocking, Mr. Samuel James Metcalfe","male",36,0,0,"242963",13,"","S",1,13,1,214,0,36,"Hocking","noGroup",NA,782,"2-24296X-13-S",0.5,0
"1122",1,"man",1122,NA,2,"Sweet, Mr. George Frederick","male",14,0,0,"220845",65,"","S",5,13,1,214,1,-14,"Sweet","noGroup",NA,782,"2-22084X-65-S",0.5,0
"1123",0,"woman",1123,NA,1,"Willard, Miss. Constance","female",21,0,0,"113795",26.55,"","S",1,26.55,1,327.55,2,21,"Willard","noGroup",NA,1,"1-11379X-26.55-S",0.5,2
"1124",0,"man",1124,NA,3,"Wiklund, Mr. Karl Johan","male",21,1,0,"3101266",6.4958,"","S",1,6.4958,2,107.4958,0,21,"Wiklund","noGroup",NA,782,"3-310126X-6.4958-S",0.5,0
"1125",0,"man",1125,NA,3,"Linehan, Mr. Michael","male",30.1516245487365,0,0,"330971",7.8792,"","Q",1,7.8792,1,108.8792,0,30.1516245487365,"Linehan","noGroup",NA,782,"3-33097X-7.8792-Q",0.5,0
"1126",1,"man",1126,NA,1,"Cumings, Mr. John Bradley","male",39,1,0,"PC 17599",71.2833,"C85","C",2,35.64165,2,336.64165,0,39,"Cumings","noGroup",NA,782,"1-PC 1759X-71.2833-C",0.5,0
"1127",0,"man",1127,NA,3,"Vendel, Mr. Olof Edvin","male",20,0,0,"350416",7.8542,"","S",1,7.8542,1,108.8542,0,20,"Vendel","noGroup",NA,782,"3-35041X-7.8542-S",0.5,0
"1128",1,"man",1128,NA,1,"Warren, Mr. Frank Manley","male",64,1,0,"110813",75.25,"D37","C",2,37.625,2,338.625,0,64,"Warren","noGroup",NA,782,"1-11081X-75.25-C",0.5,0
"1129",0,"man",1129,NA,3,"Baccos, Mr. Raffull","male",20,0,0,"2679",7.225,"","C",1,7.225,1,108.225,0,20,"Baccos","noGroup",NA,782,"3-267X-7.225-C",0.5,0
"1130",0,"woman",1130,NA,2,"Hiltunen, Miss. Marta","female",18,1,1,"250650",13,"","S",1,13,3,214,2,18,"Hiltunen","noGroup",NA,1,"2-25065X-13-S",0.5,2
"1131",0,"woman",1131,NA,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)","female",48,1,0,"PC 17761",106.425,"C86","C",3,35.475,2,336.475,2,48,"Douglas","noGroup",NA,1,"1-PC 1776X-106.425-C",0.5,2
"1132",0,"woman",1132,NA,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)","female",55,0,0,"112377",27.7208,"","C",1,27.7208,1,328.7208,2,55,"Lindstrom","noGroup",NA,1,"1-11237X-27.7208-C",0.5,2
"1133",1,"woman",1133,NA,2,"Christy, Mrs. (Alice Frances)","female",45,0,2,"237789",30,"","S",2,15,3,216,2,45,"Christy","Christy-2-23778X-30-S",NA,2,"2-23778X-30-S",1,1
"1134",1,"man",1134,NA,1,"Spedden, Mr. Frederic Oakley","male",45,1,1,"16966",134.5,"E34","C",5,26.9,3,327.9,0,45,"Spedden","noGroup",NA,782,"1-1696X-134.5-C",0.5,0
"1135",0,"man",1135,NA,3,"Hyman, Mr. Abraham","male",30.1516245487365,0,0,"3470",7.8875,"","S",1,7.8875,1,108.8875,0,30.1516245487365,"Hyman","noGroup",NA,782,"3-347X-7.8875-S",0.5,0
"1136",0,"boy",1136,NA,3,"Johnston, Master. William Arthur Willie""""","male",7.72877358490566,1,2,"W./C. 6607",23.45,"","S",4,5.8625,4,106.8625,1,-7.72877358490566,"Johnston","Johnston-3-W./C. 660X-23.45-S",NA,3,"3-W./C. 660X-23.45-S",0,1
"1137",1,"man",1137,NA,1,"Kenyon, Mr. Frederick R","male",41,1,0,"17464",51.8625,"D21","S",2,25.93125,2,326.93125,0,41,"Kenyon","noGroup",NA,782,"1-1746X-51.8625-S",0.5,0
"1138",0,"woman",1138,NA,2,"Karnes, Mrs. J Frank (Claire Bennett)","female",22,0,0,"F.C.C. 13534",21,"","S",2,10.5,1,211.5,2,22,"Karnes","noGroup",NA,1,"2-F.C.C. 1353X-21-S",0.5,2
"1139",1,"man",1139,NA,2,"Drew, Mr. James Vivian","male",42,1,1,"28220",32.5,"","S",3,10.8333333333333,3,211.833333333333,0,42,"Drew","noGroup",NA,782,"2-2822X-32.5-S",0.5,0
"1140",0,"woman",1140,NA,2,"Hold, Mrs. Stephen (Annie Margaret Hill)","female",29,1,0,"26707",26,"","S",2,13,2,214,2,29,"Hold","noGroup",NA,1,"2-2670X-26-S",0.5,2
